3.502072982000000138e+03 4.533194500000000257e-17
3.506149763999999777e+03 -3.234567899999999831e-17
3.510226545999999871e+03 -4.626946099999999767e-17
3.514303327999999965e+03 1.573442820000000106e-17
3.518380110000000059e+03 1.349293569999999973e-17
3.522456892000000153e+03 1.740847600000000040e-17
3.526533672999999908e+03 -8.417674100000000293e-18
3.530610455000000002e+03 -4.147979599999999905e-17
3.534687237000000096e+03 -2.281333699999999828e-18
3.538764019000000189e+03 6.725354700000000365e-18
3.542840800999999828e+03 3.166379199999999715e-17
3.546917582999999922e+03 2.529579599999999950e-17
3.550994365000000016e+03 4.116495600000000235e-17
3.555071146000000226e+03 2.782388300000000243e-17
3.559147927999999865e+03 3.324140899999999886e-18
3.563224709999999959e+03 3.489353699999999891e-17
3.567301492000000053e+03 3.829040900000000103e-17
3.571378274000000147e+03 2.892893400000000209e-17
3.575455055999999786e+03 1.313041410000000038e-17
3.579531836999999996e+03 2.544867699999999970e-17
3.583608619000000090e+03 3.513325400000000175e-17
3.587685401000000184e+03 7.047616899999999917e-18
3.591762182999999823e+03 -8.831421799999999850e-18
3.595838964999999916e+03 3.550021600000000302e-17
3.599915747000000010e+03 2.385190100000000122e-18
3.603992529000000104e+03 -1.392848420000000043e-17
3.608069309999999859e+03 -1.681021030000000110e-17
3.612146091999999953e+03 1.280077559999999937e-18
3.616222874000000047e+03 -8.278245200000000029e-18
3.620299656000000141e+03 2.147060900000000060e-17
3.624376437999999780e+03 -2.465557599999999938e-17
3.628453219999999874e+03 1.843658499999999903e-17
3.632530001999999968e+03 3.721408799999999953e-17
3.636606783000000178e+03 2.236176599999999879e-17
3.640683564999999817e+03 2.290471200000000139e-17
3.644760346999999911e+03 6.209928300000000265e-18
3.648837129000000004e+03 1.160634539999999935e-17
3.652913911000000098e+03 4.639325500000000298e-18
3.656990693000000192e+03 2.621230000000000034e-17
3.661067474999999831e+03 1.096989770000000020e-17
3.665144256000000041e+03 1.312803410000000055e-17
3.669221038000000135e+03 1.500649160000000017e-17
3.673297819999999774e+03 1.711422300000000052e-17
3.677374601999999868e+03 2.713099700000000139e-17
3.681451383999999962e+03 9.180669800000000721e-18
3.685528166000000056e+03 1.602050079999999907e-17
3.689604946999999811e+03 1.309378590000000064e-17
3.693681728999999905e+03 4.856163899999999996e-17
3.697758510999999999e+03 1.150282730000000053e-17
3.701835293000000092e+03 3.644954700000000178e-18
3.705912075000000186e+03 6.399121300000000333e-18
3.709988856999999825e+03 2.237062299999999976e-17
3.714065638999999919e+03 3.680301100000000287e-18
3.718142420000000129e+03 2.031749899999999888e-17
3.722219202000000223e+03 -1.948448200000000090e-17
3.726295983999999862e+03 -5.505851200000000204e-18
3.730372765999999956e+03 2.583947300000000114e-17
3.734449548000000050e+03 3.253726899999999838e-17
3.738526330000000144e+03 1.053627869999999970e-17
3.742603111999999783e+03 9.168728999999999309e-18
3.746679892999999993e+03 1.690758969999999986e-17
3.750756675000000087e+03 1.486990850000000098e-17
3.754833457000000180e+03 -3.088816700000000171e-18
3.758910238999999819e+03 8.137580399999999610e-18
3.762987020999999913e+03 3.384229100000000034e-17
3.767063803000000007e+03 3.686128700000000140e-17
3.771140585000000101e+03 1.527393050000000134e-17
3.775217365999999856e+03 5.909186400000000125e-18
3.779294147999999950e+03 4.165476000000000067e-18
3.783370930000000044e+03 1.497618059999999885e-17
3.787447712000000138e+03 3.438030699999999999e-17
3.791524493999999777e+03 -7.412328100000000451e-19
3.795601275999999871e+03 8.758241899999999240e-18
3.799678057000000081e+03 2.411091300000000146e-17
3.803754839000000175e+03 2.331975000000000104e-17
3.807831620999999814e+03 3.056107000000000220e-17
3.811908402999999907e+03 1.646101160000000066e-17
3.815985185000000001e+03 2.157002500000000013e-17
3.820061967000000095e+03 2.277093900000000052e-17
3.824138749000000189e+03 3.599187299999999960e-17
3.828215529999999944e+03 2.887007999999999915e-17
3.832292312000000038e+03 2.238333900000000113e-17
3.836369094000000132e+03 3.307103499999999899e-17
3.840445876000000226e+03 1.984144800000000104e-17
3.844522657999999865e+03 2.086287599999999952e-17
3.848599439999999959e+03 1.126768329999999928e-17
3.852676222000000053e+03 9.068046499999999460e-18
